Country,Year,Population
Suriname,1997,"454,161"
Suriname,1998,"459,831"
Suriname,1999,"465,385"
Suriname,2000,"470,949"
Suriname,2001,"476,579"
Suriname,2002,"482,235"
Suriname,2003,"487,942"
Suriname,2004,"493,679"
Suriname,2005,"499,464"
Suriname,2006,"505,295"
Suriname,2007,"511,181"
Suriname,2008,"517,123"
Suriname,2009,"523,111"
Suriname,2010,"529,131"
Suriname,2011,"535,179"
Suriname,2012,"541,245"
Suriname,2013,"547,291"
Suriname,2014,"553,273"
Suriname,2015,"559,143"
Suriname,2016,"564,888"
Suriname,2017,"570,496"
Suriname,2018,"575,990"
Suriname,2019,"581,372"
Suriname,2020,"586,632"
Suriname,2020,"586,632"
Suriname,2021,"591,992"
Suriname,2022,"597,307"
Suriname,2023,"602,567"
Suriname,2024,"607,756"
Suriname,2025,"612,872"
Suriname,2026,"617,921"
Suriname,2027,"622,877"
Suriname,2028,"627,739"
Suriname,2029,"632,502"
Suriname,2030,"637,174"
Suriname,2031,"641,734"
Suriname,2032,"646,181"
Suriname,2033,"650,534"
Suriname,2034,"654,758"
Suriname,2035,"658,870"
Suriname,2036,"662,872"
Suriname,2037,"666,746"
Suriname,2038,"670,512"
Suriname,2039,"674,152"
Suriname,2040,"677,689"
Suriname,2041,"681,112"
Suriname,2042,"684,433"
Suriname,2043,"687,647"
Suriname,2044,"690,754"
Suriname,2045,"693,787"
Suriname,2046,"696,712"
Suriname,2047,"699,566"
Suriname,2048,"702,329"
Suriname,2049,"705,037"
Suriname,2050,"707,673"
Suriname,2051,"710,253"
Suriname,2052,"712,777"
Suriname,2053,"715,244"
Suriname,2054,"717,680"
Suriname,2055,"720,075"
Suriname,2056,"722,440"
Suriname,2057,"724,762"
Suriname,2058,"727,065"
Suriname,2059,"729,328"
Suriname,2060,"731,564"
Suriname,2061,"733,762"
Suriname,2062,"735,937"
Suriname,2063,"738,086"
Suriname,2064,"740,189"
Suriname,2065,"742,283"
Suriname,2066,"744,324"
Suriname,2067,"746,335"
Suriname,2068,"748,314"
Suriname,2069,"750,266"
Suriname,2070,"752,176"
Suriname,2071,"754,058"
Suriname,2072,"755,902"
Suriname,2073,"757,728"
Suriname,2074,"759,521"
Suriname,2075,"761,284"
Suriname,2076,"763,034"
Suriname,2077,"764,756"
Suriname,2078,"766,470"
Suriname,2079,"768,164"
Suriname,2080,"769,848"
Suriname,2081,"771,523"
Suriname,2082,"773,192"
Suriname,2083,"774,854"
Suriname,2084,"776,516"
Suriname,2085,"778,176"
Suriname,2086,"779,844"
Suriname,2087,"781,506"
Suriname,2088,"783,182"
Suriname,2089,"784,848"
Suriname,2090,"786,520"
Suriname,2091,"788,204"
Suriname,2092,"789,885"
Suriname,2093,"791,575"
Suriname,2094,"793,266"
Suriname,2095,"794,966"
Suriname,2096,"796,664"
Suriname,2097,"798,369"
Suriname,2098,"800,074"
Suriname,2099,"801,779"
Suriname,2100,"803,476"
Trinidad and Tobago,1951,"658,749"
Trinidad and Tobago,1952,"675,589"
Trinidad and Tobago,1953,"695,243"
Trinidad and Tobago,1954,"716,883"
Trinidad and Tobago,1955,"739,709"
Trinidad and Tobago,1956,"762,979"
Trinidad and Tobago,1957,"786,033"
Trinidad and Tobago,1958,"808,233"
Trinidad and Tobago,1959,"829,019"
Trinidad and Tobago,1960,"847,979"
Trinidad and Tobago,1961,"864,818"
Trinidad and Tobago,1962,"879,441"
Trinidad and Tobago,1963,"891,944"
Trinidad and Tobago,1964,"902,613"
Trinidad and Tobago,1965,"911,737"
Trinidad and Tobago,1966,"919,217"
Trinidad and Tobago,1967,"925,235"
Trinidad and Tobago,1968,"930,795"
Trinidad and Tobago,1969,"937,186"
Trinidad and Tobago,1970,"945,360"
Trinidad and Tobago,1971,"955,741"
Trinidad and Tobago,1972,"968,136"
Trinidad and Tobago,1973,"982,010"
Trinidad and Tobago,1974,"996,493"
Trinidad and Tobago,1975,"1,010,936"
Trinidad and Tobago,1976,"1,025,107"
Trinidad and Tobago,1977,"1,039,212"
Trinidad and Tobago,1978,"1,053,558"
Trinidad and Tobago,1979,"1,068,640"
Trinidad and Tobago,1980,"1,084,744"
Trinidad and Tobago,1981,"1,101,983"
Trinidad and Tobago,1982,"1,120,020"
Trinidad and Tobago,1983,"1,138,071"
Trinidad and Tobago,1984,"1,155,074"
Trinidad and Tobago,1985,"1,170,285"
Trinidad and Tobago,1986,"1,183,381"
Trinidad and Tobago,1987,"1,194,541"
Trinidad and Tobago,1988,"1,204,153"
Trinidad and Tobago,1989,"1,212,857"
Trinidad and Tobago,1990,"1,221,116"
Trinidad and Tobago,1991,"1,229,103"
Trinidad and Tobago,1992,"1,236,683"
Trinidad and Tobago,1993,"1,243,616"
Trinidad and Tobago,1994,"1,249,520"
Trinidad and Tobago,1995,"1,254,200"
Trinidad and Tobago,1996,"1,257,549"
Trinidad and Tobago,1997,"1,259,848"
Trinidad and Tobago,1998,"1,261,695"
Trinidad and Tobago,1999,"1,263,933"
Trinidad and Tobago,2000,"1,267,153"
Trinidad and Tobago,2001,"1,271,632"
Trinidad and Tobago,2002,"1,277,213"
Trinidad and Tobago,2003,"1,283,559"
Trinidad and Tobago,2004,"1,290,123"
Trinidad and Tobago,2005,"1,296,502"
Trinidad and Tobago,2006,"1,302,561"
Trinidad and Tobago,2007,"1,308,451"
Trinidad and Tobago,2008,"1,314,443"
Trinidad and Tobago,2009,"1,320,930"
Trinidad and Tobago,2010,"1,328,147"
Trinidad and Tobago,2011,"1,336,178"
Trinidad and Tobago,2012,"1,344,819"
Trinidad and Tobago,2013,"1,353,703"
Trinidad and Tobago,2014,"1,362,345"
Trinidad and Tobago,2015,"1,370,328"
Trinidad and Tobago,2016,"1,377,560"
Trinidad and Tobago,2017,"1,384,059"
Trinidad and Tobago,2018,"1,389,843"
Trinidad and Tobago,2019,"1,394,973"
Trinidad and Tobago,2020,"1,399,488"
Trinidad and Tobago,2020,"1,399,488"
Trinidad and Tobago,2021,"1,403,540"
Trinidad and Tobago,2022,"1,406,920"
Trinidad and Tobago,2023,"1,409,659"
Trinidad and Tobago,2024,"1,411,800"
Trinidad and Tobago,2025,"1,413,380"
Trinidad and Tobago,2026,"1,414,427"
Trinidad and Tobago,2027,"1,414,991"
Trinidad and Tobago,2028,"1,415,090"
Trinidad and Tobago,2029,"1,414,761"
Trinidad and Tobago,2030,"1,414,019"
Trinidad and Tobago,2031,"1,412,909"
Trinidad and Tobago,2032,"1,411,418"
Trinidad and Tobago,2033,"1,409,575"
Trinidad and Tobago,2034,"1,407,403"
Trinidad and Tobago,2035,"1,404,890"
Trinidad and Tobago,2036,"1,402,056"
Trinidad and Tobago,2037,"1,398,909"
Trinidad and Tobago,2038,"1,395,448"
Trinidad and Tobago,2039,"1,391,654"
Trinidad and Tobago,2040,"1,387,522"
Trinidad and Tobago,2041,"1,383,053"
Trinidad and Tobago,2042,"1,378,261"
Trinidad and Tobago,2043,"1,373,139"
Trinidad and Tobago,2044,"1,367,694"
Trinidad and Tobago,2045,"1,361,932"
Trinidad and Tobago,2046,"1,355,860"
Trinidad and Tobago,2047,"1,349,479"
Trinidad and Tobago,2048,"1,342,812"
Trinidad and Tobago,2049,"1,335,878"
Trinidad and Tobago,2050,"1,328,685"
Trinidad and Tobago,2051,"1,321,255"
Trinidad and Tobago,2052,"1,313,588"
Trinidad and Tobago,2053,"1,305,704"
Trinidad and Tobago,2054,"1,297,615"
Trinidad and Tobago,2055,"1,289,338"
Trinidad and Tobago,2056,"1,280,874"
Trinidad and Tobago,2057,"1,272,247"
Trinidad and Tobago,2058,"1,263,462"
Trinidad and Tobago,2059,"1,254,526"
Trinidad and Tobago,2060,"1,245,446"
Trinidad and Tobago,2061,"1,236,230"
Trinidad and Tobago,2062,"1,226,903"
Trinidad and Tobago,2063,"1,217,464"
Trinidad and Tobago,2064,"1,207,945"
Trinidad and Tobago,2065,"1,198,351"
Trinidad and Tobago,2066,"1,188,722"
Trinidad and Tobago,2067,"1,179,040"
Trinidad and Tobago,2068,"1,169,337"
Trinidad and Tobago,2069,"1,159,656"
Trinidad and Tobago,2070,"1,150,008"
Trinidad and Tobago,2071,"1,140,413"
Trinidad and Tobago,2072,"1,130,876"
Trinidad and Tobago,2073,"1,121,434"
Trinidad and Tobago,2074,"1,112,079"
Trinidad and Tobago,2075,"1,102,839"
Trinidad and Tobago,2076,"1,093,732"
Trinidad and Tobago,2077,"1,084,755"
Trinidad and Tobago,2078,"1,075,892"
Trinidad and Tobago,2079,"1,067,143"
Trinidad and Tobago,2080,"1,058,502"
Trinidad and Tobago,2081,"1,049,964"
Trinidad and Tobago,2082,"1,041,530"
Trinidad and Tobago,2083,"1,033,183"
Trinidad and Tobago,2084,"1,024,910"
Trinidad and Tobago,2085,"1,016,677"
Trinidad and Tobago,2086,"1,008,498"
Trinidad and Tobago,2087,"1,000,348"
Trinidad and Tobago,2088,"992,233"
Trinidad and Tobago,2089,"984,141"
Trinidad and Tobago,2090,"976,068"
Trinidad and Tobago,2091,"968,007"
Trinidad and Tobago,2092,"959,965"
Trinidad and Tobago,2093,"951,937"
Trinidad and Tobago,2094,"943,933"
Trinidad and Tobago,2095,"935,964"
Trinidad and Tobago,2096,"928,027"
Trinidad and Tobago,2097,"920,141"
Trinidad and Tobago,2098,"912,311"
Trinidad and Tobago,2099,"904,541"
Trinidad and Tobago,2100,"896,838"
Uruguay,1951,"2,261,341"
Uruguay,1952,"2,286,262"
Uruguay,1953,"2,313,213"
Uruguay,1954,"2,342,038"
Uruguay,1955,"2,372,559"
Uruguay,1956,"2,404,497"
Uruguay,1957,"2,437,493"
Uruguay,1958,"2,471,145"
Uruguay,1959,"2,505,010"
Uruguay,1960,"2,538,643"
Uruguay,1961,"2,571,681"
Uruguay,1962,"2,603,882"
Uruguay,1963,"2,635,126"
Uruguay,1964,"2,665,388"
Uruguay,1965,"2,694,536"
Uruguay,1966,"2,722,875"
Uruguay,1967,"2,750,086"
Uruguay,1968,"2,774,759"
Uruguay,1969,"2,795,042"
Uruguay,1970,"2,809,793"
Uruguay,1971,"2,818,281"
Uruguay,1972,"2,821,461"
Uruguay,1973,"2,822,117"
Uruguay,1974,"2,824,095"
Uruguay,1975,"2,830,176"
Uruguay,1976,"2,841,372"
Uruguay,1977,"2,856,958"
Uruguay,1978,"2,875,728"
Uruguay,1979,"2,895,688"
Uruguay,1980,"2,915,389"
Uruguay,1981,"2,934,613"
Uruguay,1982,"2,953,852"
Uruguay,1983,"2,973,036"
Uruguay,1984,"2,992,246"
Uruguay,1985,"3,011,519"
Uruguay,1986,"3,030,649"
Uruguay,1987,"3,049,581"
Uruguay,1988,"3,068,705"
Uruguay,1989,"3,088,595"
Uruguay,1990,"3,109,601"
Uruguay,1991,"3,131,660"
Uruguay,1992,"3,154,464"
Uruguay,1993,"3,177,745"
Uruguay,1994,"3,201,151"
Uruguay,1995,"3,224,281"
Uruguay,1996,"3,247,381"
Uruguay,1997,"3,270,164"
Uruguay,1998,"3,291,053"
Uruguay,1999,"3,308,012"
Uruguay,2000,"3,319,736"
Uruguay,2001,"3,325,473"
Uruguay,2002,"3,326,040"
Uruguay,2003,"3,323,668"
Uruguay,2004,"3,321,476"
Uruguay,2005,"3,321,803"
Uruguay,2006,"3,325,401"
Uruguay,2007,"3,331,749"
Uruguay,2008,"3,340,221"
Uruguay,2009,"3,349,676"
Uruguay,2010,"3,359,275"
Uruguay,2011,"3,368,934"
Uruguay,2012,"3,378,975"
Uruguay,2013,"3,389,443"
Uruguay,2014,"3,400,436"
Uruguay,2015,"3,412,009"
Uruguay,2016,"3,424,129"
Uruguay,2017,"3,436,641"
Uruguay,2018,"3,449,285"
Uruguay,2019,"3,461,734"
Uruguay,2020,"3,473,730"
Uruguay,2020,"3,473,730"
Uruguay,2021,"3,484,776"
Uruguay,2022,"3,495,486"
Uruguay,2023,"3,505,836"
Uruguay,2024,"3,515,766"
Uruguay,2025,"3,525,285"
Uruguay,2026,"3,534,348"
Uruguay,2027,"3,542,947"
Uruguay,2028,"3,551,076"
Uruguay,2029,"3,558,718"
Uruguay,2030,"3,565,885"
Uruguay,2031,"3,572,561"
Uruguay,2032,"3,578,733"
Uruguay,2033,"3,584,397"
Uruguay,2034,"3,589,529"
Uruguay,2035,"3,594,127"
Uruguay,2036,"3,598,191"
Uruguay,2037,"3,601,726"
Uruguay,2038,"3,604,749"
Uruguay,2039,"3,607,291"
Uruguay,2040,"3,609,370"
Uruguay,2041,"3,610,995"
Uruguay,2042,"3,612,175"
Uruguay,2043,"3,612,941"
Uruguay,2044,"3,613,330"
Uruguay,2045,"3,613,374"
Uruguay,2046,"3,613,086"
Uruguay,2047,"3,612,469"
Uruguay,2048,"3,611,514"
Uruguay,2049,"3,610,224"
Uruguay,2050,"3,608,573"
Uruguay,2051,"3,606,581"
Uruguay,2052,"3,604,242"
Uruguay,2053,"3,601,570"
Uruguay,2054,"3,598,579"
Uruguay,2055,"3,595,250"
Uruguay,2056,"3,591,595"
Uruguay,2057,"3,587,631"
Uruguay,2058,"3,583,346"
Uruguay,2059,"3,578,751"
Uruguay,2060,"3,573,853"
Uruguay,2061,"3,568,663"
Uruguay,2062,"3,563,177"
Uruguay,2063,"3,557,412"
Uruguay,2064,"3,551,372"
Uruguay,2065,"3,545,076"
Uruguay,2066,"3,538,520"
Uruguay,2067,"3,531,725"
Uruguay,2068,"3,524,705"
Uruguay,2069,"3,517,459"
Uruguay,2070,"3,510,018"
Uruguay,2071,"3,502,384"
Uruguay,2072,"3,494,571"
Uruguay,2073,"3,486,607"
Uruguay,2074,"3,478,498"
Uruguay,2075,"3,470,282"
Uruguay,2076,"3,461,957"
Uruguay,2077,"3,453,541"
Uruguay,2078,"3,445,065"
Uruguay,2079,"3,436,528"
Uruguay,2080,"3,427,952"
Uruguay,2081,"3,419,359"
Uruguay,2082,"3,410,751"
Uruguay,2083,"3,402,138"
Uruguay,2084,"3,393,522"
Uruguay,2085,"3,384,916"
Uruguay,2086,"3,376,331"
Uruguay,2087,"3,367,775"
Uruguay,2088,"3,359,235"
Uruguay,2089,"3,350,744"
Uruguay,2090,"3,342,284"
Uruguay,2091,"3,333,872"
Uruguay,2092,"3,325,505"
Uruguay,2093,"3,317,168"
Uruguay,2094,"3,308,879"
Uruguay,2095,"3,300,619"
Uruguay,2096,"3,292,403"
Uruguay,2097,"3,284,206"
Uruguay,2098,"3,276,033"
Uruguay,2099,"3,267,875"
Uruguay,2100,"3,259,734"
Venezuela (Bolivarian Republic of),1951,"5,726,612"
Venezuela (Bolivarian Republic of),1952,"5,974,436"
Venezuela (Bolivarian Republic of),1953,"6,226,290"
Venezuela (Bolivarian Republic of),1954,"6,482,860"
Venezuela (Bolivarian Republic of),1955,"6,744,695"
Venezuela (Bolivarian Republic of),1956,"7,012,184"
Venezuela (Bolivarian Republic of),1957,"7,285,571"
Venezuela (Bolivarian Republic of),1958,"7,564,979"
Venezuela (Bolivarian Republic of),1959,"7,850,413"
Venezuela (Bolivarian Republic of),1960,"8,141,841"
Venezuela (Bolivarian Republic of),1961,"8,439,261"
Venezuela (Bolivarian Republic of),1962,"8,742,777"
Venezuela (Bolivarian Republic of),1963,"9,052,635"
Venezuela (Bolivarian Republic of),1964,"9,369,096"
Venezuela (Bolivarian Republic of),1965,"9,692,278"
Venezuela (Bolivarian Republic of),1966,"10,022,592"
Venezuela (Bolivarian Republic of),1967,"10,359,745"
Venezuela (Bolivarian Republic of),1968,"10,702,291"
Venezuela (Bolivarian Republic of),1969,"11,048,262"
Venezuela (Bolivarian Republic of),1970,"11,396,393"
Venezuela (Bolivarian Republic of),1971,"11,745,945"
Venezuela (Bolivarian Republic of),1972,"12,097,694"
Venezuela (Bolivarian Republic of),1973,"12,453,718"
Venezuela (Bolivarian Republic of),1974,"12,816,955"
Venezuela (Bolivarian Republic of),1975,"13,189,509"
Venezuela (Bolivarian Republic of),1976,"13,572,208"
Venezuela (Bolivarian Republic of),1977,"13,964,379"
Venezuela (Bolivarian Republic of),1978,"14,364,727"
Venezuela (Bolivarian Republic of),1979,"14,771,271"
Venezuela (Bolivarian Republic of),1980,"15,182,611"
Venezuela (Bolivarian Republic of),1981,"15,597,886"
Venezuela (Bolivarian Republic of),1982,"16,017,573"
Venezuela (Bolivarian Republic of),1983,"16,443,134"
Venezuela (Bolivarian Republic of),1984,"16,876,703"
Venezuela (Bolivarian Republic of),1985,"17,319,520"
Venezuela (Bolivarian Republic of),1986,"17,772,001"
Venezuela (Bolivarian Republic of),1987,"18,232,730"
Venezuela (Bolivarian Republic of),1988,"18,698,847"
Venezuela (Bolivarian Republic of),1989,"19,166,471"
Venezuela (Bolivarian Republic of),1990,"19,632,665"
Venezuela (Bolivarian Republic of),1991,"20,096,317"
Venezuela (Bolivarian Republic of),1992,"20,557,683"
Venezuela (Bolivarian Republic of),1993,"21,016,901"
Venezuela (Bolivarian Republic of),1994,"21,474,549"
Venezuela (Bolivarian Republic of),1995,"21,931,084"
Venezuela (Bolivarian Republic of),1996,"22,385,650"
Venezuela (Bolivarian Republic of),1997,"22,837,743"
Venezuela (Bolivarian Republic of),1998,"23,288,564"
Venezuela (Bolivarian Republic of),1999,"23,739,841"
Venezuela (Bolivarian Republic of),2000,"24,192,446"
Venezuela (Bolivarian Republic of),2001,"24,646,472"
Venezuela (Bolivarian Republic of),2002,"25,100,408"
Venezuela (Bolivarian Republic of),2003,"25,551,624"
Venezuela (Bolivarian Republic of),2004,"25,996,594"
Venezuela (Bolivarian Republic of),2005,"26,432,447"
Venezuela (Bolivarian Republic of),2006,"26,850,194"
Venezuela (Bolivarian Republic of),2007,"27,247,610"
Venezuela (Bolivarian Republic of),2008,"27,635,832"
Venezuela (Bolivarian Republic of),2009,"28,031,009"
Venezuela (Bolivarian Republic of),2010,"28,439,940"
Venezuela (Bolivarian Republic of),2011,"28,887,874"
Venezuela (Bolivarian Republic of),2012,"29,360,837"
Venezuela (Bolivarian Republic of),2013,"29,781,040"
Venezuela (Bolivarian Republic of),2014,"30,042,968"
Venezuela (Bolivarian Republic of),2015,"30,081,829"
Venezuela (Bolivarian Republic of),2016,"29,851,255"
Venezuela (Bolivarian Republic of),2017,"29,402,484"
Venezuela (Bolivarian Republic of),2018,"28,887,118"
Venezuela (Bolivarian Republic of),2019,"28,515,829"
Venezuela (Bolivarian Republic of),2020,"28,435,940"
Venezuela (Bolivarian Republic of),2020,"28,435,940"
Venezuela (Bolivarian Republic of),2021,"29,147,049"
Venezuela (Bolivarian Republic of),2022,"29,812,083"
Venezuela (Bolivarian Republic of),2023,"30,436,981"
Venezuela (Bolivarian Republic of),2024,"31,026,077"
Venezuela (Bolivarian Republic of),2025,"31,582,083"
Venezuela (Bolivarian Republic of),2026,"32,106,048"
Venezuela (Bolivarian Republic of),2027,"32,597,397"
Venezuela (Bolivarian Republic of),2028,"33,054,240"
Venezuela (Bolivarian Republic of),2029,"33,473,873"
Venezuela (Bolivarian Republic of),2030,"33,854,214"
Venezuela (Bolivarian Republic of),2031,"34,195,370"
Venezuela (Bolivarian Republic of),2032,"34,500,987"
Venezuela (Bolivarian Republic of),2033,"34,778,851"
Venezuela (Bolivarian Republic of),2034,"35,039,192"
Venezuela (Bolivarian Republic of),2035,"35,289,887"
Venezuela (Bolivarian Republic of),2036,"35,534,474"
Venezuela (Bolivarian Republic of),2037,"35,772,825"
Venezuela (Bolivarian Republic of),2038,"36,004,605"
Venezuela (Bolivarian Republic of),2039,"36,228,052"
Venezuela (Bolivarian Republic of),2040,"36,442,041"
Venezuela (Bolivarian Republic of),2041,"36,647,486"
Venezuela (Bolivarian Republic of),2042,"36,846,177"
Venezuela (Bolivarian Republic of),2043,"37,038,778"
Venezuela (Bolivarian Republic of),2044,"37,225,946"
Venezuela (Bolivarian Republic of),2045,"37,408,224"
Venezuela (Bolivarian Republic of),2046,"37,586,090"
Venezuela (Bolivarian Republic of),2047,"37,759,852"
Venezuela (Bolivarian Republic of),2048,"37,929,681"
Venezuela (Bolivarian Republic of),2049,"38,095,631"
Venezuela (Bolivarian Republic of),2050,"38,257,778"
Venezuela (Bolivarian Republic of),2051,"38,416,297"
Venezuela (Bolivarian Republic of),2052,"38,571,365"
Venezuela (Bolivarian Republic of),2053,"38,723,014"
Venezuela (Bolivarian Republic of),2054,"38,871,230"
Venezuela (Bolivarian Republic of),2055,"39,015,979"
Venezuela (Bolivarian Republic of),2056,"39,157,341"
Venezuela (Bolivarian Republic of),2057,"39,295,350"
Venezuela (Bolivarian Republic of),2058,"39,429,949"
Venezuela (Bolivarian Republic of),2059,"39,561,009"
Venezuela (Bolivarian Republic of),2060,"39,688,464"
Venezuela (Bolivarian Republic of),2061,"39,812,338"
Venezuela (Bolivarian Republic of),2062,"39,932,692"
Venezuela (Bolivarian Republic of),2063,"40,049,513"
Venezuela (Bolivarian Republic of),2064,"40,162,806"
Venezuela (Bolivarian Republic of),2065,"40,272,578"
Venezuela (Bolivarian Republic of),2066,"40,378,913"
Venezuela (Bolivarian Republic of),2067,"40,481,925"
Venezuela (Bolivarian Republic of),2068,"40,581,747"
Venezuela (Bolivarian Republic of),2069,"40,678,548"
Venezuela (Bolivarian Republic of),2070,"40,772,488"
Venezuela (Bolivarian Republic of),2071,"40,863,727"
Venezuela (Bolivarian Republic of),2072,"40,952,442"
Venezuela (Bolivarian Republic of),2073,"41,038,853"
Venezuela (Bolivarian Republic of),2074,"41,123,230"
Venezuela (Bolivarian Republic of),2075,"41,205,829"
Venezuela (Bolivarian Republic of),2076,"41,286,820"
Venezuela (Bolivarian Republic of),2077,"41,366,404"
Venezuela (Bolivarian Republic of),2078,"41,444,854"
Venezuela (Bolivarian Republic of),2079,"41,522,479"
Venezuela (Bolivarian Republic of),2080,"41,599,534"
Venezuela (Bolivarian Republic of),2081,"41,676,214"
Venezuela (Bolivarian Republic of),2082,"41,752,636"
Venezuela (Bolivarian Republic of),2083,"41,828,976"
Venezuela (Bolivarian Republic of),2084,"41,905,361"
Venezuela (Bolivarian Republic of),2085,"41,981,925"
Venezuela (Bolivarian Republic of),2086,"42,058,761"
Venezuela (Bolivarian Republic of),2087,"42,135,951"
Venezuela (Bolivarian Republic of),2088,"42,213,553"
Venezuela (Bolivarian Republic of),2089,"42,291,599"
Venezuela (Bolivarian Republic of),2090,"42,370,102"
Venezuela (Bolivarian Republic of),2091,"42,449,071"
Venezuela (Bolivarian Republic of),2092,"42,528,508"
Venezuela (Bolivarian Republic of),2093,"42,608,412"
Venezuela (Bolivarian Republic of),2094,"42,688,737"
Venezuela (Bolivarian Republic of),2095,"42,769,456"
Venezuela (Bolivarian Republic of),2096,"42,850,489"
Venezuela (Bolivarian Republic of),2097,"42,931,753"
Venezuela (Bolivarian Republic of),2098,"43,013,151"
Venezuela (Bolivarian Republic of),2099,"43,094,533"
Venezuela (Bolivarian Republic of),2100,"43,175,766"
